"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Taxonomy","taxon","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource"
"4209","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Erythrobasidiales_fam_Incertae_sedis","Sakaguchia","unidentified","k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiales_fam_Incertae_sedis;g__Sakaguchia;s__unidentified","Sakaguchia","78B76C57-4B39-43FD-8F52-CBAD57CDB7C2","27292","13","Saprotroph","Undefined Saprotroph","Probable","Yeast","NULL","Isolated from marine samples (Fell et al. 1973; Rhodosporidium dacryoideum)","Fell JW, et al. 1973. Canadian Journal of Microbiology 19:643-657 ((https://doi.org/10.1139/m73-106)); Yamada Y, et al. 1994. Bioscience, Biotechnology, and Biochemistry, 58:99-103 ((https://doi.org/10.1271/bbb.58.99))"
"4210","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","unidentified","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__unidentified","Thelephoraceae","1CB1CDE7-36B9-11D5-9548-00D0592D548C","81463","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Clavarioid","NULL","On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4211","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae","unidentified","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4212","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__NA;s__NA","Glomeraceae","1CB1CD2A-36B9-11D5-9548-00D0592D548C","82026","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","Microfungus","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
"4213","Fungi","Basidiomycota","Agaricomycetes","Geastrales",NA,NA,NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4214","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__NA","Cortinariaceae","DA4FE1F7-94E1-4450-BB6F-E0C54EA4CCAC","80649","9","Symbiotroph","Ectomycorrhizal","Probable","Agaricoid","NULL","Ectomycorrhizal with woody plants, especially Pinaceae, Fagaceae and Salicaceae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4215","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium_aseptatum","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium;s__Chloridium_aseptatum","Chaetosphaeriaceae","A2975E8A-801C-4A1F-9099-3C1B24D8A295","82100","9","Saprotroph","Plant Saprotroph-Wood Saprotroph","Probable","Microfungus","NULL","Saprobes associated with decaying woody and herbaceous plant material, including timber and timber products in damp buildings (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4216","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__NA;s__NA","Glomeraceae","1CB1CD2A-36B9-11D5-9548-00D0592D548C","82026","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","Microfungus","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
"4217","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnum","Lachnum_virgineum","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnum;s__Lachnum_virgineum","Hyaloscyphaceae","1CB18D86-36B9-11D5-9548-00D0592D548C","80871","9","Saprotroph","Plant Saprotroph-Wood Saprotroph","Probable","Microfungus","NULL","Saprobic on woody and herbaceous material (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4218","Fungi",NA,NA,NA,NA,NA,NA,"k__Fungi;p__NA;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4219","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,NA,"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__NA;s__NA","Xylariaceae","1CB1ABFB-36B9-11D5-9548-00D0592D548C","81528","9","Pathotroph-Saprotroph-Symbiotroph","Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Xylarioid","NULL","Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4220","Fungi",NA,NA,NA,NA,NA,NA,"k__Fungi;p__NA;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4221","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__NA;g__NA;s__NA","Agaricales","715D162F-5F0E-40C8-A7DC-79D488D3F937","90508","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Possible","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)"
"4222","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__NA;g__NA;s__NA","Agaricales","715D162F-5F0E-40C8-A7DC-79D488D3F937","90508","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Possible","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)"
"4223","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania_zugazae","k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__Plectania;s__Plectania_zugazae","Sarcosomataceae","1CB1CDC7-36B9-11D5-9548-00D0592D548C","81257","9","Saprotroph","Wood Saprotroph","Probable","Pezizoid","NULL","Saprobic on rotten, sometimes buried, wood (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4224","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__NA;s__NA","Glomeraceae","1CB1CD2A-36B9-11D5-9548-00D0592D548C","82026","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","Microfungus","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
"4225","Fungi","Ascomycota","Eurotiomycetes","Onygenales","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4226","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_punicea","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_punicea","Thelephoraceae","1CB1CDE7-36B9-11D5-9548-00D0592D548C","81463","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Clavarioid","NULL","On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4227","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4228","Fungi","Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","Aureobasidium","Aureobasidium_pullulans","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_pullulans","Aureobasidium pullulans","FE27878E-8260-43C1-A33B-204ACC27101A","101771","20","Pathotroph-Symbiotroph","Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen","Possible","NULL","NULL","Pathogen Host - Asteraceae; Epiphyte detection method-culture (Wachowska & Glowacka 2014)","Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Wachowska U, Głowacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"4229","Fungi",NA,NA,NA,NA,NA,NA,"k__Fungi;p__NA;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4230","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__unidentified;s__unidentified","Sporormiaceae","1CB1CDD8-36B9-11D5-9548-00D0592D548C","81414","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Probable","Microfungus","NULL","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4231","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora_crassitunicata","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__Peniophora_crassitunicata","Peniophoraceae","1CB1CD8B-36B9-11D5-9548-00D0592D548C","81123","9","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","Probable","Corticioid","White Rot","Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4232","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae",NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__NA;s__NA","Mycosphaerellaceae","1CB1CD75-36B9-11D5-9548-00D0592D548C","81043","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4233","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4234","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4235","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","unidentified","k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__unidentified","Sporidiobolaceae","20AD224D-9EFF-4C1C-8214-59BA76CCCDF3","82101","9","Pathotroph-Saprotroph","Animal Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic, found in a wide range of habitats and especially in aquatic systems. Some of the red yeasts in this family are widely encountered spoilage organisms and opportunistic human pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4236","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4237","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4238","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","unidentified","unidentified","k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__unidentified;s__unidentified","Spizellomycetaceae","1CB1CDD6-36B9-11D5-9548-00D0592D548C","81997","9","Pathotroph","Plant Pathogen-Undefined Parasite-Undefined Saprotroph","Probable","Microfungus","NULL","Common in the soil and also as parasites of a range of soil organisms and plants (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4239","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4240","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4241","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",NA,"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4242","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Basidiomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4243","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","unidentified","unidentified","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4244","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","unidentified","unidentified","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__unidentified;s__unidentified","Mortierellaceae","3BD31551-4295-4664-858B-8E44073A293E","816415","9","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Possible","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
"4245","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4246","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4247","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4248","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unidentified","unidentified","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4249","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4250","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__NA;s__NA","Didymosphaeriaceae","1CB1CD0B-36B9-11D5-9548-00D0592D548C","80702","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
"4251","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius",NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__NA","Russulaceae","1CB1A269-36B9-11D5-9548-00D0592D548C","81358","9","Symbiotroph","Ectomycorrhizal","Probable","Agaricoid-Corticioid-Gasteroid-Secotioid","NULL","The genera Lactarius, Lactifluus, Multifurca and Russula form a mutualistic ectomycorrhizal root symbiosis with trees and shrubs, while the corticioid species in Boidinia, Gloeopeniophorella, and Pseudoxenasma are saprotrophic, wood-degrading fungi.","Larsson E, K-H Larsson. 2003. Mycologia 95:1037-1065 ((https://doi.org/10.2307/3761912))"
"4252","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4253","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","unidentified","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Zopfiella;s__unidentified","Zopfiella","6B745A2F-63E3-412F-A296-67B88D972F2D","5876","13","Saprotroph","Dung Saprotroph","Highly Probable","NULL","NULL","NULL","Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"4254","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Phialemoniopsis","Phialemoniopsis_ocularis","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Phialemoniopsis;s__Phialemoniopsis_ocularis","Phialemoniopsis ocularis","2FEDB581-7E4A-4E14-AFFF-2EC67BF92B3B","563877","20","Pathotroph","Animal Pathogen","Probable","NULL","NULL","Likely opportunistic human pathogen (Irinyi et al. 2015)","Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))"
"4255","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Podospora_intestinacea","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__Podospora_intestinacea","Lasiosphaeriaceae","1CB1CD4A-36B9-11D5-9548-00D0592D548C","80930","9","Saprotroph","Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"4256","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4257","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_chlamydosporum","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_chlamydosporum","Nectriaceae","1CB1CD7A-36B9-11D5-9548-00D0592D548C","81059","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))"
"4258","Fungi",NA,NA,NA,NA,NA,NA,"k__Fungi;p__NA;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4259","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora",NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Stagonospora;s__NA","Massarinaceae","4068CDF9-F69E-41F5-BB5F-1834BD4F01F1","80979","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","NULL","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)"
"4260","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;g__Oliveonia;s__unidentified","Oliveonia","F8197E1C-0484-41C7-9C08-6BDDA1E7782C","18145","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"4261","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4262","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4263","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","Amphinema","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Tylosporaceae;g__Amphinema;s__unidentified","Amphinema","1CB1C46F-36B9-11D5-9548-00D0592D548C","17060","13","Symbiotroph","Ectomycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"4264","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4265","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4266","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4267","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unidentified","unidentified","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4268","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4269","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4270","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Basidiomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4271","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;s__unidentified","Geastraceae","1CB1CD27-36B9-11D5-9548-00D0592D548C","80791","9","Saprotroph","Undefined Saprotroph","Probable","Gasteroid","NULL","Common name - earthstar; Terrestrial, rarely on wood or coprophilous. Most species are presumed saprobes, but at least some may be ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
