"","Kingdom","Phylum","Class","Order","Family","Genus","Species","ASVs"
"5134","Fungi",NA,NA,NA,NA,NA,NA,"48dc30e8a85b1d1376c7981dc2ada441"
"5135","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Cryptodiscus","unidentified","bcb62f3cf93201bacad2dbfedb9afe9a"
"5136","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"5b0adb7d08e79b74a795abcad98f8a94"
"5137","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","unidentified","unidentified","21bf2b123fd914aee8677201f1866f7d"
"5138","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"4324c61ad52e65f3df3f29be7d32199a"
"5139","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","1d540ed84af46227fee6db1b4c2e2010"
"5140","Fungi","Ascomycota",NA,NA,NA,NA,NA,"635413e5193e8d529614c085275cc311"
"5141","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","unidentified","fd88d2b2da5e3ad77ce2ef780b43f563"
"5142","Fungi","Basidiomycota","Agaricomycetes","unidentified","unidentified","unidentified","unidentified","f3383494ca4e3cf4e70b7bbee284e4d7"
"5143","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_albobiverticillius","7ac007bd951aaff294ed1658668a0b08"
"5144","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0b256daf4a2564679487f17dba4afa9e"
"5145","Fungi","Ascomycota",NA,NA,NA,NA,NA,"b1225d307ef32d9d1426263da64548fd"
"5146","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified","cdc481e4535ba825072c0fda17a8fda1"
"5147","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_laurentii","0b49277c5b78f2973a9dada70e51eb7f"
"5148","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","Stagonospora_trichophoricola","cf908eca388bf5ca09b4ceecd7ffa026"
"5149","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unidentified","unidentified","3d880c09c74d4f6cd1363340325aceb1"
"5150","Fungi","Ascomycota","Eurotiomycetes","unidentified","unidentified","unidentified","unidentified","5dfa12df490ab19294e941def99d7a33"
"5151","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,"eadccce40f2f1f9debcf2ce1ba1ef9f8"
"5152","Fungi",NA,NA,NA,NA,NA,NA,"e0c5665d43a34e2bed008da5b0fbce04"
"5153","Fungi","Ascomycota",NA,NA,NA,NA,NA,"dc67dbbaa8399d18043e12140eab08dc"
"5154","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"e90765f4fd565efeb1431972a349c498"
"5155","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","unidentified","624d0558d1f89690b0ef0098d593cab8"
"5156","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0f992ddb658a726248e9d1346f222c0e"
"5157","Fungi",NA,NA,NA,NA,NA,NA,"1bad45514551c643fb974520e12dfb2a"
"5158","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_acutus","c00aba6e6528d852ac7cb812282a290e"
"5159","Fungi","Ascomycota",NA,NA,NA,NA,NA,"4094dcbc82427c63fb75359a7e854110"
"5160","Fungi","Ascomycota",NA,NA,NA,NA,NA,"cf51e91170b2bff1c60c3a1bfd1768f6"
"5161","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascales_fam_Incertae_sedis","Vermiculariopsiella","Vermiculariopsiella_acaciae","db404b48a8724b300ad95c078c9519cf"
"5162","Fungi","Ascomycota",NA,NA,NA,NA,NA,"1f606b7578c0c272d5ce362273c322e1"
"5163","Fungi","Basidiomycota","Cystobasidiomycetes",NA,NA,NA,NA,"85b20e0e900c7222081465b29afcb268"
"5164","Fungi","Ascomycota",NA,NA,NA,NA,NA,"1f0df8019e570fcc1ca73c1c780032d0"
"5165","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Rachicladosporium","unidentified","6bbdb87de4dd620db63e3b479468c2ce"
"5166","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae",NA,NA,"19afeb7830e75618a830d54c5224726f"
"5167","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Favolaschiaceae","Favolaschia","Favolaschia_cinnabarina","7f0d0e560677a9503816e8f935fd6b7d"
"5168","Fungi","Ascomycota",NA,NA,NA,NA,NA,"11c85550d3b07c20e5272f469984c011"
"5169","Fungi","Ascomycota",NA,NA,NA,NA,NA,"b563327fbf192c5eb2f0f647dd7b9d91"
"5170","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unidentified","unidentified","2da190f94c4b7aabb55c3c342e83219e"
"5171","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Eucasphaeria","Eucasphaeria_capensis","ab27cb75cb1e162d16c353e28d3433ee"
"5172","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Parateratosphaeria","Parateratosphaeria_persoonii","8b50ed72edf6b5a8628e64e52f8bac47"
"5173","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","unidentified","unidentified","unidentified","eb8741628b7d447c00d303c07f8bc8a8"
"5174","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"c9b9a7c36a578b533d205c3431a9d904"
"5175","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Eucasphaeria","Eucasphaeria_capensis","41783bcc94360ba336c5bdcf2b30d842"
"5176","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,"9bc0d71ee51c63ec84afb9a71b7469df"
"5177","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_chlamydosporicum","c9415a7bbe37608f551575e099ae08d1"
"5178","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe",NA,"ade2edeee4401bed96ad301b1d4cae0b"
"5179","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","unidentified","unidentified","unidentified","b131bc86e27d8d95134ca1d98c290fd4"
"5180","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Biappendiculispora","unidentified","6766911a20520f5ecc9ddaf8002ca40e"
"5181","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Xylogone","unidentified","4c825de413ec463bbd59d052e80c1409"
"5182","Fungi","Ascomycota",NA,NA,NA,NA,NA,"6f724f7cc36fbbcc500631e432cb1aa8"
"5183","Fungi","Basidiomycota","Classiculomycetes","Classiculales","Classiculaceae","Classicula","Classicula_sinensis","a429dd06fe931fbbe238e1aabaf4dd85"
"5184","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA,"31a510a4ef0fd73bb7c34a7c77e8f325"
"5185","Fungi",NA,NA,NA,NA,NA,NA,"dcd549181cc95be8bbcf1448f2302e65"
"5186","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta_fodinicola","3a532ca9ed45d13f911abcfad86e1ad4"
"5187","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Conlarium","unidentified","7ce80d0f18cc94ce82c7a3c084b4291c"
"5188","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae",NA,NA,"c1033ac8b38695bd22aa119aee6b988d"
"5189","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium_excentricum","6e120e1cfb3e7ce41a949c1e8ed369dc"
"5190","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Melanconidaceae","Melanconiella","Melanconiella_ellisii","32c34ef19e2926e47b4c21699ae97203"
"5191","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_saccatum","221dce2918358f46db5b2bbf4bc02cdc"
"5192","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Neoidriella","Neoidriella_desertorum","0b8ec4114a4f542b85c62e6d023ad3c9"
"5193","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"a41dd2c8563216b6a6408d60b3df794b"
"5194","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unidentified","unidentified","unidentified","1bff35f1ff3710942734d0368fb89afd"
"5195","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_saccatum","8221a50b7562b8f68a1ababfc7cef270"
"5196","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycena",NA,"cd9c322f5a0d5d1ff443967bc92bd129"
"5197","Fungi",NA,NA,NA,NA,NA,NA,"74d84a649459fe6186f43aab7adb4a7f"
"5198","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","unidentified","unidentified","unidentified","eade2c84fb47439577ecf2fe5409676f"
"5199","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Nectriopsis","unidentified","b60797e1ee0dbf138801d73fa0a857d3"
"5200","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae",NA,NA,"b68cc3c830ea92feca4f9491a6664c40"
"5201","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","unidentified","7b842a974717f7725a1298503e0991fd"
"5202","Fungi","Ascomycota",NA,NA,NA,NA,NA,"827adb274236ec0d10fbf577f1c0809b"
"5203","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota_clypeolaria","eee0779af7fbe63d813eeb71db2d741d"
"5204","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_radicus","c9ff91915596dd2fd3330521597125a5"
"5205","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"f73e7d5373f4126c3076de4308098950"
"5206","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"8692c51282f0fadbfda1bc80c4d60d91"
"5207","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"0f94e6a641b5dca2832782dd126780d5"
"5208","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_marina","a2769e39f46f3c469e0cc205b8000c39"
"5209","Fungi",NA,NA,NA,NA,NA,NA,"c70b0811df307ac92b3db303140e31ba"
"5210","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA,"f377fd835c937232c6452b00c53bf1d8"
"5211","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","unidentified","5c29ff12e99441c7412c327262e85fbb"
"5212","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,"be55fd11aca106accc5a05753ecdd73a"
"5213","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Microdochium","Microdochium_seminicola","2a59c43ad4747663d9c6d9d597a4cc4f"
"5214","Fungi","Ascomycota",NA,NA,NA,NA,NA,"6af05aa5d4ff2d73b01c83f75e67c299"
"5215","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum",NA,"41da43e91561464b3674a447303351d9"
"5216","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces","unidentified","999f22185be5d64e8fbbb4098a8de84f"
"5217","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"503a78c6130f378acd305edd7dc22958"
"5218","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pezicula",NA,"0ef7dbce1d86d0073408fc80ca84d313"
"5219","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Phialophora","Phialophora_livistonae","7b393106728f292fdbebd02028e1f387"
"5220","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae",NA,NA,"797bc39166286c2ff2eff0fb963a448d"
"5221","Fungi","Ascomycota",NA,NA,NA,NA,NA,"3ccd20d0752643fc07e9018462b68994"
"5222","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Extremaceae","Extremus","unidentified","7e0ff3398c3cb19084db79c0f5c499ce"
"5223","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pseudorobillarda","Pseudorobillarda_sojae","1230763b62c47c3786b1f295d17ab783"
"5224","Fungi",NA,NA,NA,NA,NA,NA,"c92c6c58182e13bd9692965814a3eed9"
"5225","Fungi","Ascomycota",NA,NA,NA,NA,NA,"46176ccea762d84379929c311a6905d1"
"5226","Fungi","Ascomycota",NA,NA,NA,NA,NA,"97d5684c3308209650e6cd0675aad076"
"5227","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","unidentified","6cbb7f40790f3af7a317e1fc7b1c4bf8"
"5228","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","unidentified","unidentified","d476336fea96c47e02412034f3604436"
"5229","Fungi","Ascomycota",NA,NA,NA,NA,NA,"8bbe9628248d2b5b02f5f60a26538d36"
"5230","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Xenasmatella","unidentified","54d7949756cd03ffde0f69e16e90de38"
"5231","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,"93b128f7be35a13bb80bebeff3ce3827"
"5232","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","d46dc88c57b7002003e5341e4fc62807"
"5233","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","unidentified","37d7aab213824860e6a874a3d9f5bc62"
"5234","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"cfc90f6f2f7e215641a5ae47695a82bd"
"5235","Fungi","Ascomycota","Eurotiomycetes","unidentified","unidentified","unidentified","unidentified","81f8db4bff33c358b81423e0ad4ed528"
"5236","Fungi","Ascomycota",NA,NA,NA,NA,NA,"6fce948c5809b83434ba825ee0d9c01f"
"5237","Fungi",NA,NA,NA,NA,NA,NA,"3705f3ce38574ba53e67d4361d63db98"
"5238","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",NA,"169ca352ec887251412a3873db694b8c"
"5239","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified","9625c37adb0d94fc8259fb8311a6531b"
"5240","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"c3d1d1ff5cfc57aed3b2d19f5f485e0b"
"5241","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","unidentified","unidentified","ca53fff1a424661d0a67f44be290e784"
"5242","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","unidentified","unidentified","b971bc585ab9a6824612c898f0c58569"
"5243","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","unidentified","unidentified","b3d073695bb933e114500b82e9e1389a"
"5244","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","Toxicocladosporium_strelitziae","f828d29dc5f831d614ec696a3dbdbf34"
"5245","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"aa40e94e4bed1fac86ddfd001e988a1c"
"5246","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Paramycosphaerella","Paramycosphaerella_wachendorfiae","37390767b65ec039449a6bda1aa9d79e"
"5247","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Tetraplosphaeriaceae","unidentified","unidentified","6c8fef04e9b0bbc4f05b09551b7a85f2"
"5248","Fungi","Ascomycota",NA,NA,NA,NA,NA,"307c9e63790d95f9d528d950e94c5eaa"
"5249","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Hypoxylon","Hypoxylon_investiens","5598ea23c295ef6c3abdc7715b4d04a0"
"5250","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"22b1cde6eecbc056f2d12f0cce18a12e"
"5251","Fungi","Basidiomycota","Agaricomycetes","Boletales","unidentified","unidentified","unidentified","79072ed9dbd4f0c63c044ef2b9c65c0a"
"5252","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","unidentified","unidentified","daf4d97e871b9a4f312a3199bef5ef48"
"5253","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"409d37faeb3cfc588bdd7bd5dab0b0ee"
"5254","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Pseudoplectania","Pseudoplectania_nigrella","8a1a8cdf3c7cdac32dc42e46bedc0aff"
"5255","Fungi",NA,NA,NA,NA,NA,NA,"63a6cb46fd95b60bc295623b60f9249d"
"5256","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","unidentified","1fbf1b5d948860ac9d354c83e98fde8f"
"5257","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","unidentified","unidentified","14b94fc28c67c4d6605ca21115752b64"
"5258","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","unidentified","unidentified","8227386427f313062ef297f92e7bec99"
"5259","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"e8c6573a9a711a094f3405f5efc9d706"
"5260","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Fellomyces","Fellomyces_borneensis","538a5a2e8be7cbdaebbc63999948f165"
"5261","Fungi",NA,NA,NA,NA,NA,NA,"98ed4d19c5d9562dee0beb9b1b22aeb7"
"5262","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,"e4fc6abc8d26420f1d96d60bb17a556f"
"5263","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_fusca","1a3c546c5b112677a8127c420112ec01"
"5264","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"b96171b02277ef68e9487d5048818d56"
"5265","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Holocotylon","unidentified","5754a5ce7df73ac614eb933c3418ae01"
"5266","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota_castanea","9ccb0211ce4fd9172b3002de713f2f74"
"5267","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_subtropicalis","1fcfd6506a99e7533cd0ac8f29158c45"
"5268","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae",NA,NA,"fd9c3268b3a3eda483a75f3f3767fb38"
"5269","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora_crassitunicata","b487283c636e25158387b73a4fa207e7"
"5270","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletales_fam_Incertae_sedis","Chalciporus","Chalciporus_rubinellus","e93cdfb56fb1de836ec7a28b489de973"
"5271","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"b907f42187319749f7fc952c3826db10"
"5272","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","c71f745eabf2f781d4b1a6809a862f6f"
"5273","Fungi","Ascomycota","Leotiomycetes","Helotiales","unidentified","unidentified","unidentified","e0dd79731e6e056814f0612e4f9d67b8"
"5274","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","unidentified","e9e201c0e428c8d27af196bb7379f0f6"
"5275","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Hypoxylon","unidentified","91cd64f0fbcdcf45140b3fecf5351cd1"
"5276","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","Scleroderma_polyrhizum","7e5ba2d6355367c2a0f1f4df4e7f4c9d"
"5277","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Colacogloea","Colacogloea_retinophila","c2ab5817db40f9d55a76a9428b09ff72"
"5278","Fungi","Ascomycota",NA,NA,NA,NA,NA,"a40f408f024abe2a5eb2d508567080ea"
"5279","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"33069e76cfc0ca37f11c25d875abcb5e"
"5280","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"c2e70a83edca4c013fcd3f6e072f8a46"
"5281","Fungi",NA,NA,NA,NA,NA,NA,"0ef7c5e1077790fc85d974c1aa372eaf"
"5282","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae",NA,NA,"652337e72c95eac651e71e41dc47e437"
"5283","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_fusidioides","64df4b106321b12a96ec3881f5a64403"
"5284","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"3bba13e55a06be0b1f27f2f3719fc20c"
"5285","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","unidentified","1d436c6ef50b891d3493866d7eb652ef"
"5286","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae",NA,NA,"7e269636f7484cabb995db0c1695ba05"
"5287","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","unidentified","unidentified","94a7db69e6ffeea99fdb888b024001b0"
"5288","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"132148fbb875bb695211e1244962f916"
"5289","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"ccfab25da85901a9216c7be26947f5a1"
"5290","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Colacogloea",NA,"8af7ed94d6c4d5781782c580120ffe73"
"5291","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Fellomyces","Fellomyces_horovitziae","a86099b57c4f4a1d62f115d05960cba8"
"5292","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Fusidium","unidentified","f763f5d6235fa404ba2e9d82a89cea54"
"5293","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis","bf78b943f78ec06058bbff68a5f61c4d"
"5294","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,NA,"043aa0a32c572bb2a07271ac9df9288b"
"5295","Fungi",NA,NA,NA,NA,NA,NA,"52482ec2b51b143a9b02660567e3c625"
"5296","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pezicula",NA,"8724da3b01a5a029023ed5adac6dee56"
"5297","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","unidentified","unidentified","93d959f01e8ced91832485853f797609"
"5298","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"bbb8c6b3f938998c1f1eb8407df191b0"
"5299","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"863194dfc4e2c162a0f97aa6cbbaf600"
"5300","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae",NA,NA,"8402f385c0b3beb07657365e35f7b644"
"5301","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","unidentified","unidentified","b89cd583696a8f6c36e418823e39fba3"
"5302","Fungi",NA,NA,NA,NA,NA,NA,"cc2af79850131309aabbf55c501e053b"
"5303","Fungi","Ascomycota",NA,NA,NA,NA,NA,"ef6d0e9f91a9b50d9e18d8ac46c7e9a2"
"5304","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA,"9c0b3abbf7e92ebc17f38832b61ebc12"
"5305","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unidentified","unidentified","unidentified","39337ecbbe433f753c09c97bf24017ce"
"5306","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA,"9d9523fe4d80c390c5091db7b362e4eb"
"5307","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unidentified","8d78393fc16018f654c4116a209fd610"
"5308","Fungi",NA,NA,NA,NA,NA,NA,"73134e33411efcb264b1703038dad163"
"5309","Fungi",NA,NA,NA,NA,NA,NA,"414c39208ecbe504e8512b95c799ad50"
"5310","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia_pullulans","db720c77e8ceb8bdd09be12f076de424"
"5311","Fungi","Ascomycota","Sordariomycetes","Phomatosporales","Phomatosporaceae","Phomatospora","Phomatospora_biseriata","f38f39b000d345a84b765bf8da7a48ba"
"5312","Fungi",NA,NA,NA,NA,NA,NA,"d1ec2fd92e96b73a84bfdcafe384010c"
"5313","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",NA,"0690a54a5628bf45e438b3475e4e29b0"
"5314","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,"bf29719b54ba38c14fd290518f9b4198"
"5315","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae","Phaeoacremonium","Phaeoacremonium_parasiticum","e1140b702e913fb97f1ca39077c9414a"
"5316","Fungi","Ascomycota",NA,NA,NA,NA,NA,"958c1109a58b2ee0f35e88c075048574"
"5317","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"1a416fabbf5046057a7216a92c1a97ef"
"5318","Fungi","Ascomycota",NA,NA,NA,NA,NA,"47ec34a1a1e37ba2938f2298fdaed563"
"5319","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria_apiculata","3287cc86be1e3c96288fe2b59aef1a3d"
"5320","Fungi","Ascomycota",NA,NA,NA,NA,NA,"b7d901676d2e9413d7605aed7d4a6de0"
"5321","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_gloeosporioides","c38634d65d6a04cc6fe384e52c72280c"
"5322","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_rishikesha","67150814dddf858e9b030f92d601656f"
"5323","Fungi","Ascomycota","Eurotiomycetes","Onygenales","unidentified","unidentified","unidentified","0ab8e7205743e9291345719cb02682d9"
"5324","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unidentified","f942c3bb6dc7ecd83bd104e867403cf2"
"5325","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_flavescens","f02d6d1043fb0934d3b0c967ec848a15"
"5326","Fungi","Ascomycota",NA,NA,NA,NA,NA,"3e52a2d2291998f8b3c7f1a9986ca994"
"5327","Fungi",NA,NA,NA,NA,NA,NA,"b780d1cdc3ea7fec72ba45a13d1b4924"
"5328","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Fusidium","unidentified","225ce1c7498d99a0d860dad19bac459f"
